,affiliate_channel,affiliate_provider,age,country_destination,date_account_created,date_first_booking,first_affiliate_tracked,first_browser,first_device_type,gender,id,language,signup_app,signup_flow,signup_method,timestamp_first_active,date_first_active,secs_elapsed
5853,direct,direct,33.0,US,2014-04-20,2014-11-06,untracked,-unknown-,Other/Unknown,FEMALE,2bg95lbagn,en,Android,12,facebook,20140420030612,2014-04-20,140494.0
5858,direct,direct,54.0,US,2014-06-09,2014-06-09,linked,Firefox,Windows Desktop,MALE,2bl0ustpej,en,Web,0,basic,20140609174157,2014-06-09,2632820.0
5859,sem-brand,google,27.0,US,2014-06-15,2014-06-15,omg,Chrome,Windows Desktop,FEMALE,2bljghp128,en,Web,0,basic,20140615075112,2014-06-15,204670.0
5865,direct,direct,36.0,US,2014-06-18,2014-06-22,untracked,Firefox,Windows Desktop,FEMALE,2br1tjptct,en,Web,0,basic,20140618222109,2014-06-18,2048375.0
5866,sem-brand,google,70.0,US,2014-02-05,2014-02-13,omg,Chrome,Mac Desktop,MALE,2brm4qfnoj,en,Web,0,basic,20140205175905,2014-02-05,192813.0
5881,direct,direct,47.0,US,2014-05-10,2015-05-09,linked,Mobile Safari,iPad,FEMALE,2bz15x4lxr,en,Web,0,basic,20140510160727,2014-05-10,422107.0
5882,direct,direct,34.0,US,2014-06-16,2014-06-17,linked,IE,Windows Desktop,,2bzdib8wg4,en,Web,0,basic,20140616233951,2014-06-16,579044.0
5883,sem-brand,google,32.0,US,2014-02-04,2014-11-07,omg,Chrome,Desktop (Other),MALE,2bzoh7ejt9,en,Web,0,basic,20140204013051,2014-02-04,2272327.0
5891,direct,direct,27.0,US,2014-04-02,2015-03-19,untracked,Safari,Mac Desktop,FEMALE,2c4mex9ze3,en,Web,0,basic,20140402221914,2014-04-02,345151.0
5896,sem-non-brand,google,46.0,US,2014-02-08,2014-08-02,linked,Firefox,Mac Desktop,FEMALE,2c7rhhsym2,en,Web,0,facebook,20140208212516,2014-02-08,1165005.0
5898,direct,direct,26.0,FR,2014-05-16,2014-05-16,untracked,-unknown-,iPhone,MALE,2c7warqije,en,iOS,25,basic,20140516124958,2014-05-16,6783685.0
5902,sem-brand,google,42.0,US,2014-05-05,2014-05-19,omg,Chrome,Mac Desktop,FEMALE,2cdac1iq7h,en,Web,0,basic,20140505172116,2014-05-05,699455.0
5906,direct,direct,46.0,US,2014-05-10,2014-05-16,untracked,-unknown-,iPhone,,2cfldqjlbh,en,iOS,25,basic,20140510061628,2014-05-10,93894.0
5907,seo,google,45.0,US,2014-06-28,2014-10-28,omg,Mobile Safari,iPad,,2chmqjqeco,en,Web,0,basic,20140628034417,2014-06-28,2661767.0
5927,direct,direct,57.0,CA,2014-04-21,2014-04-21,untracked,Firefox,Windows Desktop,FEMALE,2cw4401h2u,en,Web,0,basic,20140421034939,2014-04-21,3708343.0
5928,direct,direct,28.0,other,2014-02-21,2014-02-28,untracked,Chrome,Windows Desktop,FEMALE,2cw6qmv15g,en,Web,0,basic,20140221181405,2014-02-21,102521.0
5929,direct,direct,28.0,US,2014-05-31,2014-05-31,linked,Chrome,Windows Desktop,MALE,2cwnios0mm,en,Web,0,basic,20140531141649,2014-05-31,3186255.0
5930,api,other,25.0,US,2014-02-07,2014-04-20,tracked-other,Chrome,Windows Desktop,MALE,2cx3dyvaxa,en,iOS,12,facebook,20140207032950,2014-02-07,395.0
5931,direct,direct,29.0,other,2014-06-25,2014-06-26,untracked,Chrome,Mac Desktop,,2cxi0toawg,en,Web,0,basic,20140625235556,2014-06-25,1662703.0
5932,direct,direct,27.0,GB,2014-05-04,2014-05-05,untracked,Chrome,Windows Desktop,MALE,2cxj2pj0wu,en,Web,0,facebook,20140504195915,2014-05-04,2102471.0
5934,seo,google,27.0,IT,2014-06-29,2014-07-01,linked,Chrome,Mac Desktop,FEMALE,2cz2oz0mgd,en,Web,0,facebook,20140629223150,2014-06-29,4438783.0
5949,direct,direct,24.0,US,2014-03-29,2014-05-24,untracked,-unknown-,iPhone,MALE,2d67xn69js,en,iOS,25,basic,20140329164310,2014-03-29,49021.0
5950,direct,direct,25.0,US,2014-05-19,2014-06-26,omg,Safari,Mac Desktop,,2d784x3khc,en,Web,0,basic,20140519020601,2014-05-19,2499229.0
5957,direct,direct,30.0,US,2014-06-20,2014-06-20,untracked,Chrome,Windows Desktop,FEMALE,2dbfkbn5pk,en,Web,0,facebook,20140620065639,2014-06-20,2589976.0
5966,direct,direct,33.0,US,2014-05-12,2014-05-13,untracked,Firefox,Windows Desktop,MALE,2dk89v1h8a,en,Web,0,basic,20140512194250,2014-05-12,3949151.0
5968,direct,direct,26.0,other,2014-01-03,2014-02-11,untracked,Chrome,Windows Desktop,FEMALE,2dki9pbssk,en,Web,0,basic,20140103215634,2014-01-03,880811.0
5969,direct,direct,31.0,US,2014-06-15,2014-06-15,linked,Chrome,Mac Desktop,MALE,2dlmsf6ios,en,Web,0,basic,20140615173516,2014-06-15,2398539.0
5978,direct,direct,26.0,ES,2014-04-03,2014-04-15,linked,Chrome,Mac Desktop,MALE,2dplk6lzyv,en,Web,0,facebook,20140403031117,2014-04-03,704027.0
5979,direct,direct,21.0,other,2014-06-02,2014-06-23,untracked,-unknown-,iPhone,FEMALE,2dqa66jhta,en,iOS,25,facebook,20140602225717,2014-06-02,2593296.0
5982,direct,direct,37.0,US,2014-04-28,2014-08-27,untracked,IE,Windows Desktop,FEMALE,2drbietvu4,en,Web,0,basic,20140428174017,2014-04-28,75611.0
5988,seo,google,32.0,US,2014-03-15,2014-03-19,linked,Chrome,Windows Desktop,FEMALE,2duuquo4s7,en,Web,0,basic,20140315001106,2014-03-15,623.0
5997,direct,direct,69.0,US,2014-02-01,2014-02-03,linked,IE,Windows Desktop,FEMALE,2dxzqv43fr,en,Web,0,basic,20140201043119,2014-02-01,1704863.0
6000,sem-brand,google,26.0,IT,2014-06-08,2014-06-17,untracked,Firefox,Mac Desktop,FEMALE,2dzvkyq43q,en,Web,0,basic,20140608183033,2014-06-08,1357359.0
6001,direct,direct,25.0,US,2014-04-14,2015-03-21,untracked,Chrome,Mac Desktop,,2e0alnl05i,en,Web,0,basic,20140414222021,2014-04-14,527087.0
6004,direct,direct,33.0,US,2014-04-01,2014-04-02,untracked,Firefox,Windows Desktop,FEMALE,2e3giv85p7,en,Web,0,basic,20140401185819,2014-04-01,901956.0
6006,other,facebook-open-graph,25.0,US,2014-06-10,2014-08-04,untracked,Chrome,Windows Desktop,,2e4b52lki1,en,Web,0,basic,20140610032841,2014-06-10,1797515.0
6015,api,other,45.0,US,2014-01-16,2014-01-20,untracked,-unknown-,Other/Unknown,MALE,2e8te3wkcs,en,Android,12,basic,20140116212934,2014-01-16,4618044.0
6018,sem-brand,google,25.0,US,2014-01-11,2014-01-11,omg,Safari,Mac Desktop,FEMALE,2eabbkrtsa,en,Web,0,facebook,20140111020407,2014-01-11,1049617.0
6025,direct,direct,40.0,US,2014-06-17,2014-06-17,untracked,Safari,Mac Desktop,,2edbvom7xi,en,Web,0,basic,20140617042757,2014-06-17,2125338.0
6030,direct,direct,36.0,US,2014-06-01,2014-06-02,product,Mobile Safari,iPhone,,2eepq86r40,en,iOS,25,basic,20140601191403,2014-06-01,1951300.0
6034,direct,direct,36.0,US,2014-05-31,2015-02-26,untracked,Chrome,Mac Desktop,,2ehx5u928o,en,Web,0,basic,20140531211857,2014-05-31,167522.0
6037,direct,direct,31.0,US,2014-01-30,2014-06-21,untracked,IE,Android Tablet,FEMALE,2eig1i4e86,en,Web,0,facebook,20140130183900,2014-01-30,306835.0
6042,direct,direct,33.0,US,2014-04-28,2015-03-30,untracked,Mobile Safari,iPad,MALE,2eksnr8cmu,en,Web,0,facebook,20140428002536,2014-04-28,57372.0
6047,direct,direct,52.0,US,2014-01-07,2014-01-07,untracked,Chrome Mobile,iPad,FEMALE,2enyii1t3w,en,Web,0,basic,20140107025241,2014-01-07,2168539.0
6051,direct,direct,28.0,FR,2014-04-01,2014-04-28,untracked,Firefox,Mac Desktop,FEMALE,2eq8n22k85,en,Web,0,basic,20140401111233,2014-04-01,852540.0
6054,sem-brand,google,26.0,US,2014-02-05,2014-02-06,omg,Safari,Windows Desktop,FEMALE,2ersl9lfoz,en,Web,0,basic,20140205052430,2014-02-05,7596397.0
6058,sem-brand,google,53.0,ES,2014-05-07,2014-05-13,untracked,IE,Windows Desktop,FEMALE,2etac2j6wi,en,Web,0,basic,20140507234230,2014-05-07,6499144.0
6062,remarketing,google,42.0,other,2014-03-02,2014-03-14,untracked,Chrome,Windows Desktop,MALE,2euguxa6rw,en,Web,0,basic,20140302062453,2014-03-02,3473204.0
6066,direct,direct,26.0,US,2014-03-20,2014-03-20,linked,Chrome,Mac Desktop,MALE,2ez4dbftx7,en,Web,0,facebook,20140320054040,2014-03-20,3823610.0
6068,direct,direct,29.0,US,2014-06-19,2014-10-28,untracked,-unknown-,iPhone,,2ezct8vnsf,en,iOS,25,basic,20140619223242,2014-06-19,868512.0
6076,direct,direct,52.0,GB,2014-01-08,2014-01-13,untracked,Safari,Mac Desktop,,2f6ynwyywz,en,Web,0,basic,20140108062609,2014-01-08,1138870.0
6078,sem-brand,google,25.0,US,2014-01-13,2014-07-03,omg,Chrome,Mac Desktop,FEMALE,2f7lofyd2r,en,Web,0,facebook,20140113203350,2014-01-13,34022.0
6082,direct,direct,25.0,other,2014-02-24,2014-06-24,untracked,Chrome,Windows Desktop,FEMALE,2fb3s2lbpo,en,Web,0,basic,20140224020858,2014-02-24,414497.0
6083,direct,direct,26.0,US,2014-04-07,2015-01-22,omg,Chrome,Windows Desktop,,2fbdn9f20q,en,Web,0,basic,20140407190033,2014-04-07,104625.0
6090,direct,direct,25.0,US,2014-01-07,2014-01-09,untracked,Safari,Mac Desktop,MALE,2feubapwj2,en,Web,0,facebook,20140107041117,2014-01-07,4038103.0
6095,direct,direct,27.0,other,2014-04-30,2014-05-02,untracked,-unknown-,iPhone,FEMALE,2fhi23f7i4,en,iOS,25,facebook,20140430183201,2014-04-30,1583433.0
6101,sem-brand,google,24.0,US,2014-02-19,2014-02-19,omg,Safari,Mac Desktop,,2fji42jpf9,en,Web,0,basic,20140219001500,2014-02-19,1722024.0
6103,direct,direct,32.0,US,2014-01-08,2014-01-14,untracked,Safari,Mac Desktop,MALE,2flba69wia,en,Web,0,basic,20140108031219,2014-01-08,189169.0
6113,sem-brand,google,28.0,US,2014-06-28,2014-06-28,omg,Safari,Mac Desktop,MALE,2fpl7bjldz,en,Web,0,basic,20140628003636,2014-06-28,6553921.0
6115,sem-brand,bing,28.0,US,2014-05-21,2014-05-21,omg,IE,Windows Desktop,FEMALE,2fquysja9w,en,Web,0,facebook,20140521063755,2014-05-21,666829.0
6117,direct,direct,33.0,US,2014-04-17,2014-04-17,untracked,Chrome,Windows Desktop,MALE,2fraacx64k,en,Web,0,basic,20140417025729,2014-04-17,1829178.0
6118,direct,direct,54.0,FR,2014-01-30,2014-06-29,linked,Firefox,Mac Desktop,MALE,2frfwrbr4m,en,Web,0,facebook,20140130181808,2014-01-30,906182.0
6119,direct,direct,28.0,other,2014-06-23,2014-06-27,untracked,Safari,Mac Desktop,FEMALE,2fue8wf0ad,en,Web,0,facebook,20140623181932,2014-06-23,2961070.0
6120,seo,facebook,34.0,US,2014-02-06,2014-02-06,linked,Safari,Mac Desktop,MALE,2fukltxwhw,en,Web,0,facebook,20140206161952,2014-02-06,1229483.0
6124,direct,direct,28.0,other,2014-01-14,2014-02-18,linked,Firefox,Windows Desktop,FEMALE,2fx37e7sys,en,Web,0,facebook,20140114213306,2014-01-14,846495.0
6125,sem-brand,google,28.0,US,2014-03-31,2014-04-10,untracked,Chrome,Mac Desktop,MALE,2fxy5pxnpm,en,Web,0,basic,20140331181355,2014-03-31,947447.0
6127,other,other,47.0,US,2014-05-20,2014-06-19,tracked-other,Chrome,Windows Desktop,MALE,2fylgo5gxd,en,Web,0,facebook,20140520002322,2014-05-20,1156948.0
6129,direct,direct,32.0,US,2014-02-06,2014-02-08,linked,IE,Windows Desktop,FEMALE,2fza3q7jjs,en,Web,0,basic,20140206142900,2014-02-06,603302.0
6130,sem-brand,google,37.0,IT,2014-04-27,2014-04-27,omg,Chrome,Mac Desktop,,2fzcsn217v,en,Web,0,basic,20140427174851,2014-04-27,943730.0
6131,direct,direct,54.0,GB,2014-04-19,2014-04-19,untracked,Mobile Safari,iPad,,2fzt0xkzs5,en,Web,0,basic,20140419210252,2014-04-19,1604688.0
6140,sem-brand,google,27.0,US,2014-04-07,2014-04-29,omg,Chrome,Mac Desktop,FEMALE,2g28ghojl7,en,Web,0,basic,20140407183930,2014-04-07,785283.0
6141,sem-non-brand,google,42.0,US,2014-06-10,2014-06-10,omg,IE,Android Tablet,MALE,2g38g93auv,en,Web,0,facebook,20140610061722,2014-06-10,480712.0
6147,direct,direct,22.0,US,2014-06-01,2014-12-23,linked,Chrome,Windows Desktop,,2g71pddfvq,en,Web,0,basic,20140601034501,2014-06-01,964046.0
6149,sem-brand,google,65.0,US,2014-04-14,2014-04-14,omg,Chrome,Windows Desktop,MALE,2g7zmenczj,en,Web,0,basic,20140414051515,2014-04-14,5154770.0
6158,direct,direct,36.0,IT,2014-02-06,2014-07-07,untracked,Safari,Mac Desktop,FEMALE,2gbfsyj9ly,en,Web,0,basic,20140206014138,2014-02-06,2180029.0
6159,direct,direct,30.0,US,2014-03-22,2014-03-22,untracked,Firefox,Mac Desktop,MALE,2gbr8mtiy4,en,Web,0,basic,20140322193536,2014-03-22,3074229.0
6164,sem-brand,google,39.0,GB,2014-04-26,2014-04-27,linked,Mobile Safari,iPhone,FEMALE,2gftspq4wp,en,Web,0,basic,20140426155757,2014-04-26,1871570.0
6168,sem-brand,google,32.0,FR,2014-02-16,2014-02-17,omg,Chrome,Windows Desktop,MALE,2gii9zzug8,en,Web,0,facebook,20140216011515,2014-02-16,1366445.0
6179,api,other,37.0,US,2014-02-15,2014-03-23,untracked,Mobile Safari,iPhone,MALE,2gsvc49aiu,en,iOS,12,facebook,20140215174647,2014-02-15,300.0
6184,direct,direct,50.0,ES,2014-05-07,2014-05-08,untracked,Firefox,Windows Desktop,MALE,2gxdfgc1dp,en,Web,0,basic,20140507230612,2014-05-07,2595704.0
6186,sem-brand,google,25.0,CA,2014-03-18,2014-04-22,omg,Safari,Mac Desktop,FEMALE,2gz3l1qo3r,en,Web,0,facebook,20140318230653,2014-03-18,586849.0
6203,seo,google,27.0,US,2014-03-12,2014-04-14,linked,Chrome,Mac Desktop,FEMALE,2h7fkxl90m,en,Web,0,facebook,20140312043218,2014-03-12,3183712.0
6209,other,email-marketing,49.0,IT,2014-03-29,2014-07-11,linked,Safari,Mac Desktop,FEMALE,2hbitezetf,en,Web,0,basic,20140329135752,2014-03-29,106509.0
6214,remarketing,google,27.0,US,2014-06-06,2014-07-24,linked,Safari,Mac Desktop,FEMALE,2hev0aqmu8,en,Web,0,facebook,20140606005625,2014-06-06,110799.0
6220,direct,direct,39.0,US,2014-05-12,2015-03-03,untracked,Safari,Mac Desktop,FEMALE,2hgrgfplss,en,Web,0,basic,20140512032432,2014-05-12,168880.0
6221,direct,direct,18.0,US,2014-04-26,2014-04-27,untracked,Chrome,Windows Desktop,,2hhlcg7ceh,en,Web,0,basic,20140426213310,2014-04-26,1220452.0
6223,direct,direct,41.0,US,2014-03-19,2014-07-10,untracked,Firefox,Windows Desktop,FEMALE,2hiy56nuia,en,Web,0,basic,20140319070257,2014-03-19,1280580.0
6226,direct,direct,27.0,US,2014-05-18,2014-05-19,untracked,Chrome,Mac Desktop,MALE,2hjg7l126f,en,Moweb,24,basic,20140518062715,2014-05-18,1726246.0
6247,direct,direct,54.0,US,2014-03-28,2014-03-28,untracked,IE,Android Tablet,FEMALE,2htkub9sj4,en,Web,0,basic,20140328051140,2014-03-28,860815.0
6251,direct,direct,66.0,US,2014-01-20,2014-01-24,untracked,IE,Android Tablet,MALE,2huiqjtazy,en,Web,0,basic,20140120022321,2014-01-20,1811748.0
6254,sem-brand,google,28.0,US,2014-03-29,2014-12-10,linked,Firefox,Mac Desktop,MALE,2hxa5sihek,en,Web,0,basic,20140329032231,2014-03-29,164067.0
6255,content,google,24.0,CA,2014-05-05,2014-05-07,omg,Chrome,Windows Desktop,FEMALE,2hy0ut3s6z,en,Web,0,facebook,20140505061638,2014-05-05,72372.0
6276,direct,direct,31.0,FR,2014-04-21,2014-12-05,linked,Firefox,Windows Desktop,FEMALE,2id54qd3bc,en,Web,0,facebook,20140421194129,2014-04-21,3332663.0
6279,api,other,26.0,FR,2014-03-29,2014-05-10,untracked,-unknown-,Other/Unknown,FEMALE,2ifl88ck4h,en,Android,12,facebook,20140329064143,2014-03-29,780137.0
6281,direct,direct,45.0,US,2014-05-31,2014-08-12,untracked,-unknown-,iPhone,MALE,2igj5dvk2j,en,iOS,25,basic,20140531171433,2014-05-31,108724.0
6285,direct,direct,51.0,US,2014-03-21,2014-05-28,untracked,-unknown-,iPhone,FEMALE,2ii20qvbwk,en,iOS,25,basic,20140321230454,2014-03-21,2409133.0
6287,sem-brand,google,31.0,US,2014-03-17,2014-09-05,omg,Chrome,Windows Desktop,FEMALE,2ijkdk29a4,en,Web,0,basic,20140317232057,2014-03-17,2979964.0
6289,sem-brand,google,33.0,US,2014-06-20,2014-06-22,linked,Chrome,Windows Desktop,,2iksutki5h,en,Web,0,basic,20140620164053,2014-06-20,13893.0
6296,remarketing,google,34.0,US,2014-03-04,2014-03-06,omg,Chrome,Windows Desktop,MALE,2in2gll7jw,en,Web,0,facebook,20140304210525,2014-03-04,652482.0
6301,sem-brand,google,38.0,FR,2014-05-11,2014-05-12,omg,Safari,Mac Desktop,FEMALE,2io2kxazz9,en,Web,0,basic,20140511220917,2014-05-11,1769497.0
6302,direct,direct,24.0,US,2014-06-11,2014-06-25,untracked,Chrome,Windows Desktop,,2io3eoq4di,en,Web,0,basic,20140611012319,2014-06-11,3988097.0
6307,sem-non-brand,google,36.0,US,2014-03-01,2014-03-01,omg,Chrome,Windows Desktop,FEMALE,2ir6qmv7by,en,Web,0,facebook,20140301041644,2014-03-01,2194419.0
6308,direct,direct,31.0,US,2014-04-09,2015-02-24,untracked,Mobile Safari,iPhone,FEMALE,2irlckccqb,en,Web,0,facebook,20140409031613,2014-04-09,1469633.0
6311,direct,direct,57.0,US,2014-05-11,2014-10-07,linked,Safari,Mac Desktop,MALE,2itktpcxbv,en,Web,0,basic,20140511195252,2014-05-11,1269326.0
6315,sem-brand,google,49.0,US,2014-06-20,2014-06-21,omg,Firefox,Mac Desktop,,2iv4kfzasy,en,Web,0,basic,20140620151548,2014-06-20,340251.0
6318,direct,direct,38.0,other,2014-05-14,2014-05-15,linked,Safari,Mac Desktop,FEMALE,2iw8nodml7,en,Web,0,basic,20140514193128,2014-05-14,4580384.0
6319,seo,bing,35.0,US,2014-05-13,2014-05-13,linked,IE,Windows Desktop,FEMALE,2iws7sbymd,en,Web,0,basic,20140513151254,2014-05-13,2687207.0
6327,direct,direct,53.0,US,2014-05-05,2014-05-09,untracked,Chrome,Other/Unknown,,2j087183qt,en,Moweb,24,basic,20140505181443,2014-05-05,5451880.0
6330,seo,facebook,25.0,US,2014-06-18,2014-06-18,linked,Firefox,Windows Desktop,MALE,2j4m0xkzrt,en,Web,0,facebook,20140618001249,2014-06-18,292746.0
6352,sem-non-brand,google,48.0,US,2014-04-15,2014-04-15,omg,Mobile Safari,iPad,MALE,2jg2pzf1h7,en,Web,0,basic,20140415071455,2014-04-15,7024508.0
6355,direct,direct,43.0,US,2014-01-30,2014-01-30,untracked,Firefox,Windows Desktop,FEMALE,2jialon0px,en,Web,0,basic,20140130191453,2014-01-30,4333022.0
6361,content,google,55.0,US,2014-02-11,2014-02-11,omg,Safari,Mac Desktop,MALE,2jkns0lcln,en,Web,0,facebook,20140211014419,2014-02-11,630104.0
6363,sem-non-brand,google,40.0,US,2014-02-02,2014-02-21,omg,Mobile Safari,iPad,,2jli3kctgc,en,Web,0,basic,20140202162716,2014-02-02,2893944.0
6369,direct,direct,26.0,IT,2014-06-02,2014-09-14,linked,Safari,Mac Desktop,FEMALE,2joiclyis8,en,Web,0,facebook,20140602222651,2014-06-02,2766672.0
6372,api,other,26.0,US,2014-02-24,2014-07-29,omg,Chrome,Windows Desktop,FEMALE,2jruik1xjv,en,iOS,12,facebook,20140224052652,2014-02-24,732327.0
6377,direct,direct,27.0,US,2014-01-18,2014-02-09,linked,Firefox,Mac Desktop,,2jtvnx6t6b,en,Web,0,basic,20140118005832,2014-01-18,683281.0
6385,sem-brand,google,40.0,US,2014-03-26,2015-01-05,omg,Firefox,Windows Desktop,FEMALE,2k37sbqbk3,en,Web,0,basic,20140326221414,2014-03-26,516258.0
6390,direct,direct,30.0,FR,2014-04-21,2014-04-25,untracked,-unknown-,iPhone,,2k5mfguhjw,en,iOS,25,basic,20140421092702,2014-04-21,783492.0
6392,seo,google,24.0,US,2014-04-23,2014-04-29,linked,Chrome,Mac Desktop,MALE,2k7fae6xg8,en,Web,0,facebook,20140423210853,2014-04-23,3757558.0
6397,api,other,26.0,US,2014-03-03,2014-03-08,untracked,Chrome Mobile,iPhone,MALE,2k8x0a2wj3,en,iOS,12,facebook,20140303042820,2014-03-03,266.0
6399,sem-brand,google,36.0,US,2014-01-25,2014-12-22,omg,Chrome,Windows Desktop,MALE,2k97btvrqs,en,Web,0,basic,20140125061028,2014-01-25,2139144.0
6405,api,other,26.0,US,2014-02-24,2014-02-24,untracked,Mobile Safari,iPhone,FEMALE,2ke60f1kjg,en,Moweb,12,facebook,20140224212612,2014-02-24,5096005.0
6409,direct,direct,32.0,US,2014-03-24,2014-03-24,untracked,Chrome,Windows Desktop,MALE,2kerl7ywnf,en,Web,0,facebook,20140324013117,2014-03-24,369958.0
6412,sem-brand,google,26.0,US,2014-01-30,2014-02-13,omg,Chrome,Mac Desktop,FEMALE,2kfxpma3pc,en,Web,0,basic,20140130190419,2014-01-30,88047.0
6419,direct,direct,41.0,US,2014-04-24,2014-04-24,linked,Firefox,Windows Desktop,MALE,2kllo268qf,en,Web,0,facebook,20140424013035,2014-04-24,2511683.0
6420,api,other,41.0,CA,2014-01-28,2014-03-31,untracked,-unknown-,Other/Unknown,,2klq1leufa,en,Android,12,basic,20140128121613,2014-01-28,4932396.0
6424,other,meetup,29.0,US,2014-04-27,2014-07-28,omg,Safari,Mac Desktop,FEMALE,2kn5noyi8c,en,iOS,25,basic,20140427071218,2014-04-27,757913.0
6434,direct,direct,37.0,other,2014-02-15,2014-02-26,untracked,Chrome,Windows Desktop,FEMALE,2ktks9re3d,en,Web,0,basic,20140215181321,2014-02-15,1719297.0
6438,direct,direct,38.0,other,2014-06-14,2014-06-14,untracked,Safari,Mac Desktop,MALE,2kwaqbezxl,en,Web,0,facebook,20140614155358,2014-06-14,843116.0
6442,sem-brand,google,67.0,US,2014-01-24,2014-01-24,omg,Chrome,Mac Desktop,FEMALE,2kxquy5nny,en,Web,0,basic,20140124215713,2014-01-24,2191617.0
6443,direct,direct,25.0,US,2014-06-04,2014-08-18,linked,Chrome,Mac Desktop,FEMALE,2ky0jw8a7i,en,Web,0,basic,20140604185609,2014-06-04,864466.0
6450,direct,direct,28.0,US,2014-04-24,2014-04-25,linked,Safari,Mac Desktop,MALE,2l280m3yhi,ko,Moweb,24,facebook,20140424221852,2014-04-24,1091709.0
6454,direct,direct,23.0,US,2014-06-13,2014-06-13,untracked,Safari,Mac Desktop,FEMALE,2l55pg7d8k,en,Web,0,basic,20140613153820,2014-06-13,10043814.0
6465,sem-brand,google,27.0,US,2014-02-28,2014-04-19,omg,IE,Windows Desktop,MALE,2laucifhpd,de,Web,0,basic,20140228102014,2014-02-28,596319.0
6466,seo,google,29.0,US,2014-06-28,2014-06-29,linked,Chrome,Mac Desktop,,2laxkndxl9,en,Web,0,basic,20140628233114,2014-06-28,795368.0
6467,sem-non-brand,google,35.0,other,2014-01-21,2014-04-07,omg,Chrome,Mac Desktop,MALE,2lbmpeega3,ko,Web,0,basic,20140121001927,2014-01-21,534989.0
6471,direct,direct,28.0,other,2014-06-03,2014-07-03,untracked,Mobile Safari,iPad,,2lffojy3hn,en,Web,0,basic,20140603221737,2014-06-03,1208271.0
6475,sem-brand,google,32.0,US,2014-05-28,2014-06-05,untracked,Chrome,Windows Desktop,FEMALE,2ljzck2ah4,en,Web,0,basic,20140528195252,2014-05-28,175951.0
6477,direct,direct,33.0,US,2014-02-05,2014-02-05,untracked,IE,Windows Desktop,,2lka158n9j,en,Web,0,basic,20140205193144,2014-02-05,1554412.0
6478,direct,direct,25.0,US,2014-06-08,2014-06-12,untracked,-unknown-,Android Phone,MALE,2lkffnxbbe,en,Web,0,basic,20140608213803,2014-06-08,2831483.0
6484,sem-brand,google,30.0,US,2014-04-21,2014-04-24,omg,Chrome,Mac Desktop,FEMALE,2lmfmnmzik,en,Web,0,facebook,20140421165357,2014-04-21,376657.0
6489,api,other,29.0,US,2014-01-11,2014-04-16,linked,Chrome,Mac Desktop,MALE,2lol2fot0g,en,iOS,12,facebook,20140111174550,2014-01-11,241.0
6492,seo,google,21.0,US,2014-01-30,2014-01-31,untracked,Safari,Mac Desktop,MALE,2lpmp1dfqk,en,Web,0,basic,20140130214857,2014-01-30,927754.0
6499,direct,direct,30.0,US,2014-06-27,2014-06-27,linked,Mobile Safari,iPhone,,2ltu50wi2m,en,iOS,25,basic,20140627020739,2014-06-27,487443.0
6504,direct,direct,39.0,US,2014-05-28,2014-05-28,omg,Safari,Mac Desktop,FEMALE,2lw7b07a64,en,Web,0,basic,20140528171444,2014-05-28,2426884.0
6506,sem-non-brand,google,62.0,US,2014-03-26,2014-03-26,untracked,Safari,Mac Desktop,FEMALE,2lwj2y357s,en,Web,0,facebook,20140326204914,2014-03-26,1007197.0
6513,sem-brand,google,49.0,US,2014-02-06,2014-02-06,omg,IE,Windows Desktop,,2m0iu5sv55,en,Web,0,basic,20140206070126,2014-02-06,4018654.0
6514,direct,direct,23.0,other,2014-05-15,2014-05-17,untracked,Firefox,Windows Desktop,MALE,2m0t1gvvb1,en,Web,0,facebook,20140515182657,2014-05-15,1054497.0
6522,api,other,28.0,US,2014-01-28,2014-08-16,linked,Chrome,Mac Desktop,MALE,2m5plqr1ur,en,iOS,12,facebook,20140128002921,2014-01-28,804.0
6535,direct,direct,27.0,US,2014-06-09,2014-06-09,untracked,-unknown-,Android Phone,,2mcgbxdl3q,en,Android,12,google,20140609025007,2014-06-09,3993235.0
